source_row_id,vendor_id,pickup_at,dropoff_at,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,cbd_congestion_fee
row-00011,"Curb Mobility, LLC",2025-01-03T23:09:39Z,2025-01-03T23:32:00Z,1.0,5.16,Standard rate,N,Manhattan (SoHo),Manhattan (Upper West Side South),Credit card,26.8,1.0,0.5,6.36,0.0,1.0,38.16,2.5,0.0,0.0
row-00012,"Curb Mobility, LLC",2025-01-09T14:48:58Z,2025-01-09T14:55:43Z,1.0,0.48,Standard rate,N,Manhattan (Midtown Center),Manhattan (Times Sq/Theatre District),Credit card,7.9,0.0,0.5,2.53,0.0,1.0,15.18,2.5,0.0,0.75
row-00013,"Creative Mobile Technologies, LLC",2025-01-30T15:24:04Z,2025-01-30T15:50:52Z,1.0,2.5,Standard rate,N,Manhattan (West Village),Manhattan (Midtown East),Credit card,21.2,3.25,0.5,6.5,0.0,1.0,32.45,2.5,0.0,0.75
row-00014,"Creative Mobile Technologies, LLC",2025-01-17T06:53:47Z,2025-01-17T07:00:18Z,1.0,2.8,Standard rate,N,Brooklyn (Carroll Gardens),Manhattan (World Trade Center),Credit card,12.8,3.25,0.5,4.41,6.94,1.0,28.9,2.5,0.0,0.75
row-00015,"Curb Mobility, LLC",2025-01-23T07:38:28Z,2025-01-23T07:47:08Z,1.0,1.12,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Yorkville East),Credit card,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
row-00016,"Creative Mobile Technologies, LLC",2025-01-20T08:37:43Z,2025-01-20T08:43:21Z,1.0,-2.5,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Central Park),Credit card,6.5,2.5,0.5,3.15,0.0,1.0,13.65,2.5,0.0,0.0
row-00017,"Creative Mobile Technologies, LLC",2025-01-21T19:47:15Z,2025-01-21T19:52:58Z,1.0,0.8,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Murray Hill),Credit card,7.2,5.75,0.5,1.5,0.0,1.0,15.95,2.5,0.0,0.75
row-00018,"Curb Mobility, LLC",2025-01-27T19:07:18Z,2025-01-27T19:24:08Z,1.0,3.18,Standard rate,N,Manhattan (Midtown Center),Manhattan (Upper West Side North),Credit card,18.4,2.5,0.5,5.13,0.0,1.0,30.78,2.5,0.0,0.75
row-00019,"Curb Mobility, LLC",2025-01-30T14:10:32Z,2025-01-30T14:25:49Z,1.0,1.69,Standard rate,N,Manhattan (East Chelsea),Manhattan (Lincoln Square East),Credit card,14.2,0.0,0.5,3.79,0.0,1.0,22.74,2.5,0.0,0.75
row-00020,Unknown Vendor,2025-01-07T20:54:56Z,2025-01-07T21:16:15Z,1.0,4.05,Standard rate,N,Manhattan (East Chelsea),Manhattan (Upper East Side North),Credit card,22.6,1.0,0.5,5.67,0.0,1.0,34.02,2.5,0.0,0.75
row-00021,"Creative Mobile Technologies, LLC",2025-01-12T16:39:32Z,2025-01-12T16:51:35Z,1.0,1.6,Standard rate,N,Manhattan (West Village),Manhattan (Midtown South),Credit card,10.7,3.25,0.5,3.05,0.0,1.0,18.5,2.5,0.0,0.75
row-00022,"Curb Mobility, LLC",2025-01-25T12:54:39Z,2025-01-25T13:01:14Z,1.0,1.38,Standard rate,N,Manhattan (Clinton West),Manhattan (West Chelsea/Hudson Yards),Credit card,9.3,0.0,0.5,2.66,0.0,1.0,16.71,2.5,0.0,0.75
row-00023,"Creative Mobile Technologies, LLC",2025-01-29T10:36:42Z,2025-01-29T11:27:00Z,1.0,31.2,Null/Unknown,N,Queens (Far Rockaway),Queens (Jamaica),Credit card,37.5,0.0,0.5,0.0,0.0,0.0,38.0,0.0,0.0,0.0
row-00024,"Curb Mobility, LLC",2025-01-01T08:53:07Z,2025-01-01T09:00:10Z,2.0,0.98,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Midtown Center),Cash,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0,0.0
row-00025,"Curb Mobility, LLC",2025-01-15T12:26:06Z,2025-01-15T12:34:59Z,1.0,0.89,Standard rate,N,Manhattan (Midtown North),Manhattan (Times Sq/Theatre District),Credit card,9.3,0.0,0.5,2.81,0.0,1.0,16.86,2.5,0.0,0.75
row-00026,"Curb Mobility, LLC",2025-01-17T19:37:10Z,2025-01-17T19:47:23Z,1.0,1.84,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (Hudson Sq),Credit card,11.4,2.5,0.5,3.73,0.0,1.0,22.38,2.5,0.0,0.75
row-00027,"Curb Mobility, LLC",2025-01-07T22:18:53Z,2025-01-07T22:33:52Z,,1.8,Unknown Ratecode,,Manhattan (Midtown North),Manhattan (Penn Station/Madison Sq West),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,3.0,,,0.75
row-00028,"Curb Mobility, LLC",2025-01-22T14:31:46Z,2025-01-22T14:52:06Z,1.0,1.18,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side North),Credit card,17.0,0.0,0.5,2.0,0.0,1.0,23.75,2.5,0.0,0.75
row-00029,"Curb Mobility, LLC",2025-01-22T21:04:20Z,2025-01-22T21:16:07Z,1.0,1.75,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Upper East Side North),Credit card,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0,0.0
row-00030,"Curb Mobility, LLC",2025-01-24T01:43:31Z,2025-01-24T01:59:57Z,1.0,4.15,Standard rate,N,Manhattan (Clinton West),Manhattan (Central Harlem),Cash,20.5,1.0,0.5,0.0,0.0,1.0,26.25,2.5,0.0,0.75
row-00031,"Curb Mobility, LLC",2025-01-10T11:19:03Z,2025-01-10T11:21:14Z,1.0,0.48,Standard rate,N,Manhattan (East Chelsea),Manhattan (Clinton West),Credit card,5.1,0.0,0.5,2.46,0.0,1.0,12.31,2.5,0.0,0.75
row-00032,"Creative Mobile Technologies, LLC",2025-01-27T17:47:18Z,2025-01-27T17:58:14Z,1.0,2.2,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Upper West Side North),Credit card,12.8,5.0,0.5,1.0,0.0,1.0,20.3,2.5,0.0,0.0
row-00033,"Curb Mobility, LLC",2025-01-26T13:38:01Z,2025-01-26T13:51:50Z,1.0,1.41,Standard rate,N,Manhattan (Gramercy),Manhattan (Lower East Side),Credit card,13.5,0.0,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
row-00034,"Curb Mobility, LLC",2025-01-20T16:55:53Z,2025-01-20T17:15:44Z,1.0,8.15,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Yorkville West),Credit card,33.1,5.0,0.5,9.96,6.94,1.0,61.5,2.5,1.75,0.75
row-00035,"Curb Mobility, LLC",2025-01-17T13:10:33Z,2025-01-17T13:26:45Z,2.0,2.37,Standard rate,N,Manhattan (Clinton East),Manhattan (Upper East Side South),Credit card,17.0,0.0,0.5,2.0,0.0,1.0,23.75,2.5,0.0,0.75
row-00036,"Curb Mobility, LLC",2025-01-19T22:48:11Z,2025-01-19T23:05:08Z,,3.2,Unknown Ratecode,,Manhattan (Upper East Side North),Manhattan (Manhattanville),Flex Fare trip,-1.5,0.0,0.5,0.0,0.0,1.0,2.0,,,0.0
row-00037,"Curb Mobility, LLC",2025-01-14T04:47:50Z,2025-01-14T04:57:12Z,1.0,2.39,Standard rate,N,Manhattan (Garment District),Manhattan (Kips Bay),Credit card,13.5,1.0,0.5,2.0,0.0,1.0,21.25,2.5,0.0,0.75
row-00038,"Creative Mobile Technologies, LLC",2025-01-12T17:37:30Z,2025-01-12T17:57:16Z,1.0,2.4,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (Alphabet City),Credit card,16.3,3.25,0.5,4.2,0.0,1.0,25.25,2.5,0.0,0.75
row-00039,"Curb Mobility, LLC",2025-01-21T12:52:52Z,2025-01-21T14:01:53Z,4.0,18.67,JFK,N,Queens (JFK Airport),Manhattan (Times Sq/Theatre District),Cash,70.0,0.0,0.5,0.0,6.94,1.0,83.44,2.5,1.75,0.75
row-00040,"Curb Mobility, LLC",2025-01-28T23:08:32Z,2025-01-28T23:19:17Z,,2.54,Unknown Ratecode,,Manhattan (Financial District North),Manhattan (Alphabet City),Flex Fare trip,10.89,0.0,0.5,0.0,0.0,1.0,15.64,,,0.75
row-00041,"Curb Mobility, LLC",2025-01-11T23:54:26Z,2025-01-12T00:01:19Z,,1.14,Unknown Ratecode,,Manhattan (Union Sq),Manhattan (Penn Station/Madison Sq West),Flex Fare trip,7.47,0.0,0.5,0.0,0.0,1.0,12.22,,,0.75
row-00042,"Curb Mobility, LLC",2025-01-17T08:04:02Z,2025-01-17T08:16:55Z,1.0,3.63,Standard rate,N,Manhattan (Yorkville West),Manhattan (Kips Bay),Credit card,19.8,0.0,0.5,4.91,0.0,1.0,29.46,2.5,0.0,0.75
row-00043,"Curb Mobility, LLC",2025-01-02T16:14:13Z,2025-01-02T16:50:15Z,1.0,3.53,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (Times Sq/Theatre District),Credit card,31.7,2.5,0.5,7.64,0.0,1.0,45.84,2.5,0.0,0.0
row-00044,"Curb Mobility, LLC",2025-01-04T20:08:21Z,2025-01-04T20:15:07Z,1.0,1.28,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (UN/Turtle Bay South),Credit card,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
row-00045,"Curb Mobility, LLC",2025-01-25T10:14:02Z,2025-01-25T10:55:11Z,2.0,18.48,JFK,N,Queens (JFK Airport),Manhattan (Clinton East),Credit card,70.0,0.0,0.5,14.95,0.0,1.0,91.45,2.5,1.75,0.75
row-00046,"Curb Mobility, LLC",2025-01-03T19:20:06Z,2025-01-03T19:25:04Z,5.0,0.64,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Upper East Side North),Credit card,6.5,2.5,0.5,1.95,0.0,1.0,14.95,2.5,0.0,0.0
row-00047,"Creative Mobile Technologies, LLC",2025-01-07T15:38:08Z,2025-01-07T15:55:20Z,0.0,3.0,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Hamilton Heights),Credit card,18.4,2.5,0.5,5.55,0.0,1.0,27.95,2.5,0.0,0.0
row-00048,"Curb Mobility, LLC",2025-01-10T16:19:48Z,2025-01-10T17:22:31Z,1.0,20.93,Standard rate,N,Queens (JFK Airport),Bronx (Highbridge),Cash,85.6,0.0,0.5,0.0,6.94,1.0,95.79,0.0,1.75,0.0
row-00049,"Curb Mobility, LLC",2025-01-17T15:34:30Z,2025-01-17T15:53:44Z,1.0,2.42,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Yorkville West),Credit card,18.4,0.0,0.5,4.48,0.0,1.0,27.63,2.5,0.0,0.75
row-00050,"Curb Mobility, LLC",2025-01-31T12:40:21Z,2025-01-31T12:46:15Z,1.0,0.58,Standard rate,N,Manhattan (Central Park),Manhattan (Upper East Side South),Credit card,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0,0.0
row-00051,"Curb Mobility, LLC",2025-01-23T20:06:44Z,2025-01-23T20:26:37Z,,3.06,Unknown Ratecode,,Manhattan (Union Sq),Manhattan (Battery Park City),Flex Fare trip,20.29,0.0,0.5,0.0,0.0,1.0,25.04,,,0.75
row-00052,"Curb Mobility, LLC",2025-01-17T07:35:46Z,2025-01-17T07:45:29Z,1.0,1.69,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper West Side South),Credit card,11.4,0.0,0.5,4.62,0.0,1.0,20.02,2.5,0.0,0.0
row-00053,"Curb Mobility, LLC",2025-01-22T22:56:05Z,2025-01-22T23:06:50Z,1.0,2.06,Standard rate,N,Manhattan (Midtown Center),Manhattan (Greenwich Village South),Credit card,12.1,1.0,0.5,4.46,0.0,1.0,22.31,2.5,0.0,0.75
row-00054,"Creative Mobile Technologies, LLC",2025-01-19T11:17:57Z,2025-01-19T11:44:35Z,1.0,15.9,JFK,N,Manhattan (Murray Hill),Queens (JFK Airport),Credit card,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
row-00055,"Curb Mobility, LLC",2025-01-08T18:47:13Z,2025-01-08T19:05:18Z,,2.88,Unknown Ratecode,,Manhattan (Union Sq),Manhattan (Two Bridges/Seward Park),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,4.84,,,0.75
row-00056,"Curb Mobility, LLC",2025-01-28T10:50:41Z,2025-01-28T11:03:15Z,1.0,1.93,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Upper West Side North),Credit card,13.5,0.0,0.5,3.15,0.0,1.0,20.65,2.5,0.0,0.0
row-00057,"Creative Mobile Technologies, LLC",2025-01-17T15:11:12Z,2025-01-17T15:23:02Z,,1.4,Unknown Ratecode,,Manhattan (Central Harlem North),Manhattan (Morningside Heights),Flex Fare trip,11.43,0.0,0.5,0.0,0.0,1.0,12.93,,,0.0
row-00058,"Curb Mobility, LLC",2025-01-05T20:43:20Z,2025-01-05T20:46:58Z,1.0,0.53,Standard rate,N,Manhattan (Union Sq),Manhattan (Flatiron),Credit card,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75
row-00059,"Curb Mobility, LLC",2025-01-07T06:34:09Z,2025-01-07T06:44:19Z,,1.84,Unknown Ratecode,,Manhattan (Murray Hill),Manhattan (Clinton East),Flex Fare trip,12.07,0.0,0.5,0.0,0.0,1.0,16.82,,,0.75
row-00060,"Creative Mobile Technologies, LLC",2025-01-29T13:37:20Z,2025-01-29T13:53:02Z,1.0,1.8,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Sutton Place/Turtle Bay North),Credit card,13.5,3.25,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
row-00061,"Curb Mobility, LLC",2025-01-18T19:31:55Z,2025-01-18T19:44:19Z,4.0,2.85,Standard rate,N,Manhattan (TriBeCa/Civic Center),Manhattan (Garment District),Credit card,14.9,0.0,0.5,0.0,0.0,1.0,19.65,2.5,0.0,0.75
row-00062,"Curb Mobility, LLC",2025-01-16T11:55:25Z,2025-01-16T12:14:37Z,1.0,1.53,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Sutton Place/Turtle Bay North),Credit card,17.0,0.0,0.5,5.44,0.0,1.0,27.19,2.5,0.0,0.75
row-00063,"Curb Mobility, LLC",2025-01-08T18:07:29Z,2025-01-08T18:33:10Z,2.0,2.54,Standard rate,N,Manhattan (East Chelsea),Manhattan (East Village),Credit card,22.6,2.5,0.5,5.97,0.0,1.0,35.82,2.5,0.0,0.75
row-00064,"Curb Mobility, LLC",2025-01-14T17:36:57Z,2025-01-14T17:58:22Z,1.0,2.26,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Midtown Center),Credit card,19.8,2.5,0.5,6.76,0.0,1.0,33.81,2.5,0.0,0.75
row-00065,"Curb Mobility, LLC",2025-01-20T12:33:31Z,2025-01-20T12:42:13Z,1.0,1.31,Standard rate,N,Manhattan (Central Park),Manhattan (Midtown Center),Credit card,10.0,0.0,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
row-00066,"Curb Mobility, LLC",2025-01-24T09:11:51Z,2025-01-24T09:37:09Z,1.0,1.65,Standard rate,N,Manhattan (Midtown Center),Manhattan (Lenox Hill East),Credit card,21.9,0.0,0.5,5.33,0.0,1.0,31.98,2.5,0.0,0.75
row-00067,"Curb Mobility, LLC",2025-01-21T12:01:55Z,2025-01-21T12:22:24Z,1.0,6.8,Standard rate,N,Queens (LaGuardia Airport),Brooklyn (East Williamsburg),Cash,31.7,5.0,0.5,0.0,0.0,1.0,39.95,0.0,1.75,0.0
row-00068,"Curb Mobility, LLC",2025-01-03T13:19:55Z,2025-01-03T13:38:36Z,1.0,2.73,Standard rate,N,Manhattan (Flatiron),Manhattan (Upper East Side South),Credit card,18.4,0.0,0.5,4.0,0.0,1.0,26.4,2.5,0.0,0.0
row-00069,"Curb Mobility, LLC",2025-01-22T09:17:09Z,2025-01-22T09:28:24Z,3.0,0.85,Standard rate,N,Manhattan (Midtown Center),Manhattan (Midtown North),Credit card,10.7,0.0,0.5,3.09,0.0,1.0,18.54,2.5,0.0,0.75
row-00070,"Curb Mobility, LLC",2025-01-11T01:04:20Z,2025-01-11T01:11:04Z,1.0,0.74,Standard rate,N,Manhattan (Meatpacking/West Village West),Manhattan (West Village),Credit card,7.9,1.0,0.5,2.0,0.0,1.0,15.65,2.5,0.0,0.75
row-00071,"Curb Mobility, LLC",2025-01-02T15:54:11Z,2025-01-02T16:10:53Z,4.0,2.37,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Lenox Hill East),Cash,17.0,0.0,0.5,0.0,0.0,1.0,21.0,2.5,0.0,0.0
row-00072,"Curb Mobility, LLC",2025-01-17T18:17:58Z,2025-01-17T18:36:12Z,,0.0,Unknown Ratecode,,Manhattan (West Chelsea/Hudson Yards),Manhattan (UN/Turtle Bay South),Flex Fare trip,15.29,0.0,0.5,0.0,0.0,1.0,20.04,,,0.75
row-00073,"Creative Mobile Technologies, LLC",2025-01-16T18:35:37Z,2025-01-16T18:45:53Z,1.0,1.5,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Upper East Side South),Credit card,10.7,5.75,0.5,3.59,0.0,1.0,21.54,2.5,0.0,0.75
row-00074,"Creative Mobile Technologies, LLC",2025-01-12T05:55:41Z,2025-01-12T06:00:35Z,1.0,1.1,Standard rate,N,Manhattan (Sutton Place/Turtle Bay North),Manhattan (Lenox Hill East),Credit card,7.9,4.25,0.5,3.0,0.0,1.0,16.65,2.5,0.0,0.75
row-00075,"Curb Mobility, LLC",2025-01-31T19:18:00Z,2025-01-31T19:30:28Z,,0.0,Unknown Ratecode,,Manhattan (Midtown Center),Manhattan (Upper East Side South),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,3.56,,,0.75
row-00076,"Curb Mobility, LLC",2025-01-24T17:46:30Z,2025-01-24T17:52:40Z,2.0,1.04,Standard rate,N,Manhattan (East Chelsea),Manhattan (West Village),Credit card,7.9,2.5,0.5,0.0,0.0,1.0,15.15,2.5,0.0,0.75
row-00077,"Curb Mobility, LLC",2025-01-15T09:09:21Z,2025-01-15T09:16:24Z,1.0,1.28,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Midtown North),Cash,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0,0.0
row-00078,"Curb Mobility, LLC",2025-01-14T18:03:14Z,2025-01-14T18:32:30Z,1.0,10.39,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Lincoln Square East),Credit card,45.7,7.5,0.5,12.83,6.94,1.0,78.72,2.5,1.75,0.0
row-00079,"Creative Mobile Technologies, LLC",2025-01-21T08:15:32Z,2025-01-21T08:48:56Z,,7.4,Unknown Ratecode,,Manhattan (Morningside Heights),Queens (LaGuardia Airport),Flex Fare trip,33.8,0.0,0.5,0.0,6.94,1.0,42.24,,,0.0
row-00080,"Curb Mobility, LLC",2025-01-14T16:12:25Z,2025-01-14T16:15:05Z,1.0,0.39,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Midtown Center),Credit card,4.4,2.5,0.5,3.5,0.0,1.0,15.15,2.5,0.0,0.75
row-00081,"Curb Mobility, LLC",2025-01-11T15:06:14Z,2025-01-11T15:27:45Z,2.0,3.89,Standard rate,N,Manhattan (Meatpacking/West Village West),Manhattan (Upper West Side South),Credit card,24.7,0.0,0.5,0.0,0.0,1.0,29.45,2.5,0.0,0.75
row-00082,"Curb Mobility, LLC",2025-01-07T22:37:02Z,2025-01-07T22:54:45Z,1.0,6.75,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Upper East Side South),Credit card,28.2,6.0,0.5,7.79,0.0,1.0,48.49,2.5,1.75,0.75
row-00083,"Curb Mobility, LLC",2025-01-23T15:28:05Z,2025-01-23T16:05:04Z,,4.86,Unknown Ratecode,,Queens (Queensbridge/Ravenswood),Manhattan (Upper West Side North),Flex Fare trip,39.48,0.0,0.5,7.96,0.0,1.0,52.19,,,0.75
row-00084,"Curb Mobility, LLC",2025-01-11T16:34:45Z,2025-01-11T16:56:20Z,1.0,2.21,Standard rate,N,Manhattan (Murray Hill),Manhattan (Lincoln Square East),Credit card,19.8,0.0,0.5,4.91,0.0,1.0,29.46,2.5,0.0,0.75
row-00085,"Curb Mobility, LLC",2025-01-26T08:21:10Z,2025-01-26T08:21:22Z,1.0,0.0,Negotiated fare,N,Manhattan (Midtown South),Manhattan (Midtown South),Credit card,87.0,0.0,0.0,18.25,0.0,1.0,109.5,2.5,0.0,0.75
row-00086,"Creative Mobile Technologies, LLC",2025-01-24T16:49:20Z,2025-01-24T17:06:42Z,1.0,2.7,Standard rate,N,Manhattan (Battery Park City),Manhattan (Lower East Side),Credit card,18.4,5.75,0.5,5.15,0.0,1.0,30.8,2.5,0.0,0.75
row-00087,"Curb Mobility, LLC",2025-01-31T20:33:25Z,2025-01-31T20:47:23Z,1.0,1.62,Standard rate,N,Manhattan (Gramercy),Manhattan (West Village),Credit card,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
row-00088,"Curb Mobility, LLC",2025-01-06T21:42:13Z,2025-01-06T21:59:39Z,1.0,9.15,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Stuy Town/Peter Cooper Village),Credit card,35.2,6.0,0.5,13.22,6.94,1.0,67.86,2.5,1.75,0.75
row-00089,"Curb Mobility, LLC",2025-01-24T15:09:59Z,2025-01-24T15:25:04Z,1.0,1.21,Standard rate,N,Manhattan (Sutton Place/Turtle Bay North),Manhattan (Murray Hill),Cash,13.5,0.0,0.5,0.0,0.0,1.0,18.25,2.5,0.0,0.75
row-00090,"Curb Mobility, LLC",2025-01-02T11:46:51Z,2025-01-02T11:55:44Z,1.0,1.66,Standard rate,N,Manhattan (Clinton West),Manhattan (Upper West Side South),Cash,12.1,0.0,0.5,0.0,0.0,1.0,16.1,2.5,0.0,0.0
row-00091,"Curb Mobility, LLC",2025-01-29T20:21:45Z,2025-01-29T20:35:26Z,2.0,1.65,Standard rate,N,Manhattan (Financial District North),Manhattan (East Village),Credit card,13.5,1.0,0.5,2.0,0.0,1.0,21.25,2.5,0.0,0.75
row-00092,"Curb Mobility, LLC",2025-01-08T16:04:44Z,2025-01-08T16:14:01Z,1.0,1.4,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper West Side North),Credit card,10.7,2.5,0.5,3.44,0.0,1.0,20.64,2.5,0.0,0.0
row-00093,"Curb Mobility, LLC",2025-01-21T11:31:21Z,2025-01-21T11:44:23Z,1.0,0.99,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Lenox Hill East),Credit card,12.1,0.0,0.5,3.22,0.0,1.0,19.32,2.5,0.0,0.0
row-00094,"Curb Mobility, LLC",2025-01-20T12:45:00Z,2025-01-20T12:53:11Z,1.0,0.78,Standard rate,N,Manhattan (Yorkville West),Manhattan (Upper East Side North),Credit card,8.6,0.0,0.5,0.01,0.0,1.0,12.61,2.5,0.0,0.0
row-00095,"Curb Mobility, LLC",2025-01-17T19:05:53Z,2025-01-17T19:15:02Z,1.0,1.57,Standard rate,N,Manhattan (Upper East Side North),Manhattan (East Harlem North),Credit card,10.7,2.5,0.5,3.44,0.0,1.0,20.64,2.5,0.0,0.0
row-00096,"Curb Mobility, LLC",2025-01-29T20:49:03Z,2025-01-29T21:00:44Z,1.0,1.66,Standard rate,N,Brooklyn (Brooklyn Heights),Brooklyn (Park Slope),Credit card,12.1,1.0,0.5,2.92,0.0,1.0,17.52,0.0,0.0,0.0
row-00097,"Curb Mobility, LLC",2025-01-08T10:54:28Z,2025-01-08T11:12:33Z,1.0,1.78,Standard rate,N,Manhattan (East Chelsea),Manhattan (Midtown North),Credit card,17.0,0.0,0.5,5.44,0.0,1.0,27.19,2.5,0.0,0.75
row-00098,"Curb Mobility, LLC",2025-01-18T17:34:51Z,2025-01-18T18:01:22Z,1.0,3.93,Standard rate,N,Manhattan (Central Park),Manhattan (Greenwich Village South),Credit card,24.7,0.0,0.5,5.89,0.0,1.0,35.34,2.5,0.0,0.75
row-00099,"Creative Mobile Technologies, LLC",2025-01-19T16:22:47Z,2025-01-19T16:37:15Z,1.0,2.8,Standard rate,N,Manhattan (West Village),Manhattan (Financial District North),Credit card,14.2,3.25,0.5,3.8,0.0,1.0,22.75,2.5,0.0,0.75
