table_name,row_index,column_name,issue_type,old_value,new_value
dich_vu_xe_trips,567287,ingested_at,freshness_lag_gt_24h,2018-11-28 18:23:08,2018-12-03 08:05:08
dich_vu_xe_trips,132093,ingested_at,freshness_lag_gt_24h,2018-11-27 22:43:24,2018-12-01 15:06:24
dich_vu_xe_trips,173265,ingested_at,freshness_lag_gt_24h,2018-11-27 05:09:23,2018-12-03 19:36:23
dich_vu_xe_trips,184223,ingested_at,freshness_lag_gt_24h,2018-12-01 10:20:00,2018-12-06 01:53:00
dich_vu_xe_trips,406877,ingested_at,freshness_lag_gt_24h,2018-11-29 17:31:57,2018-12-04 21:12:57
dich_vu_xe_trips,308652,ingested_at,freshness_lag_gt_24h,2018-12-03 00:35:02,2018-12-09 09:03:02
dich_vu_xe_trips,40808,ingested_at,freshness_lag_gt_24h,2018-11-26 11:58:09,2018-12-03 06:47:09
dich_vu_xe_trips,647733,ingested_at,freshness_lag_gt_24h,2018-12-03 15:24:57,2018-12-09 15:22:57
dich_vu_xe_trips,16411,ingested_at,freshness_lag_gt_24h,2018-12-16 04:34:05,2018-12-21 04:55:05
dich_vu_xe_trips,543060,ingested_at,freshness_lag_gt_24h,2018-11-28 20:50:09,2018-12-02 19:17:09
dich_vu_xe_trips,187700,ingested_at,freshness_lag_gt_24h,2018-11-27 15:50:21,2018-12-06 00:03:21
dich_vu_xe_trips,541272,ingested_at,freshness_lag_gt_24h,2018-11-29 01:18:37,2018-12-08 02:37:37
dich_vu_xe_trips,609083,ingested_at,freshness_lag_gt_24h,2018-12-04 05:48:57,2018-12-08 20:22:57
dich_vu_xe_trips,257661,ingested_at,freshness_lag_gt_24h,2018-12-15 07:45:13,2018-12-23 02:40:13
dich_vu_xe_trips,35253,ingested_at,freshness_lag_gt_24h,2018-12-13 19:32:13,2018-12-19 22:00:13
dich_vu_xe_trips,245675,ingested_at,freshness_lag_gt_24h,2018-12-17 15:59:12,2018-12-26 10:15:12
dich_vu_xe_trips,36123,ingested_at,freshness_lag_gt_24h,2018-11-27 21:38:22,2018-12-07 16:42:22
dich_vu_xe_trips,384649,ingested_at,freshness_lag_gt_24h,2018-11-28 23:07:07,2018-12-08 18:59:07
dich_vu_xe_trips,209752,ingested_at,freshness_lag_gt_24h,2018-12-01 03:25:59,2018-12-09 03:42:59
dich_vu_xe_trips,379079,ingested_at,freshness_lag_gt_24h,2018-11-30 07:06:57,2018-12-09 01:37:57
dich_vu_xe_trips,244229,ingested_at,freshness_lag_gt_24h,2018-12-02 02:13:03,2018-12-06 14:13:03
dich_vu_xe_trips,449895,ingested_at,freshness_lag_gt_24h,2018-11-30 11:56:59,2018-12-08 15:22:59
dich_vu_xe_trips,572251,ingested_at,freshness_lag_gt_24h,2018-11-27 06:36:22,2018-12-06 06:03:22
dich_vu_xe_trips,526524,ingested_at,freshness_lag_gt_24h,2018-12-15 02:15:09,2018-12-19 17:15:09
dich_vu_xe_trips,197195,ingested_at,freshness_lag_gt_24h,2018-12-14 00:41:03,2018-12-19 04:55:03
dich_vu_xe_trips,16588,ingested_at,freshness_lag_gt_24h,2018-11-30 04:55:02,2018-12-04 06:18:02
dich_vu_xe_trips,78502,ingested_at,freshness_lag_gt_24h,2018-12-09 23:53:47,2018-12-13 13:25:47
dich_vu_xe_trips,536505,ingested_at,freshness_lag_gt_24h,2018-12-01 20:47:01,2018-12-08 12:43:01
dich_vu_xe_trips,194188,ingested_at,freshness_lag_gt_24h,2018-12-02 19:14:05,2018-12-09 21:38:05
dich_vu_xe_trips,221512,ingested_at,freshness_lag_gt_24h,2018-12-01 02:03:06,2018-12-06 13:38:06
dich_vu_xe_trips,227592,ingested_at,freshness_lag_gt_24h,2018-12-02 19:41:00,2018-12-11 09:58:00
dich_vu_xe_trips,505512,ingested_at,freshness_lag_gt_24h,2018-12-16 12:14:09,2018-12-23 08:30:09
dich_vu_xe_trips,102692,ingested_at,freshness_lag_gt_24h,2018-11-30 18:08:58,2018-12-09 23:37:58
dich_vu_xe_trips,180348,ingested_at,freshness_lag_gt_24h,2018-11-29 08:00:55,2018-12-07 09:52:55
dich_vu_xe_trips,167428,ingested_at,freshness_lag_gt_24h,2018-12-04 03:10:03,2018-12-11 23:48:03
dich_vu_xe_trips,49150,ingested_at,freshness_lag_gt_24h,2018-11-30 21:22:08,2018-12-10 12:28:08
dich_vu_xe_trips,607744,ingested_at,freshness_lag_gt_24h,2018-11-28 14:55:07,2018-12-03 05:17:07
dich_vu_xe_trips,427070,ingested_at,freshness_lag_gt_24h,2018-12-16 15:47:08,2018-12-26 12:15:08
dich_vu_xe_trips,338025,ingested_at,freshness_lag_gt_24h,2018-12-15 21:21:10,2018-12-24 19:00:10
dich_vu_xe_trips,646937,ingested_at,freshness_lag_gt_24h,2018-12-15 14:23:04,2018-12-22 14:00:04
dich_vu_xe_trips,597559,ingested_at,freshness_lag_gt_24h,2018-11-29 22:36:06,2018-12-06 05:53:06
dich_vu_xe_trips,288469,ingested_at,freshness_lag_gt_24h,2018-11-30 08:36:55,2018-12-05 08:07:55
dich_vu_xe_trips,207194,ingested_at,freshness_lag_gt_24h,2018-12-02 16:02:00,2018-12-12 04:53:00
dich_vu_xe_trips,387851,ingested_at,freshness_lag_gt_24h,2018-12-14 20:23:10,2018-12-20 04:30:10
dich_vu_xe_trips,536369,ingested_at,freshness_lag_gt_24h,2018-12-14 23:51:16,2018-12-21 05:10:16
dich_vu_xe_trips,240957,ingested_at,freshness_lag_gt_24h,2018-11-27 03:58:22,2018-12-04 15:54:22
dich_vu_xe_trips,456834,ingested_at,freshness_lag_gt_24h,2018-11-28 17:33:25,2018-12-05 08:36:25
dich_vu_xe_trips,544317,ingested_at,freshness_lag_gt_24h,2018-11-30 17:21:06,2018-12-07 19:03:06
dich_vu_xe_trips,66790,ingested_at,freshness_lag_gt_24h,2018-11-28 14:13:07,2018-12-08 07:53:07
dich_vu_xe_trips,631371,ingested_at,freshness_lag_gt_24h,2018-12-01 03:06:06,2018-12-06 01:08:06
dich_vu_xe_trips,514195,ingested_at,freshness_lag_gt_24h,2018-12-03 12:00:58,2018-12-07 21:52:58
dich_vu_xe_trips,6321,ingested_at,freshness_lag_gt_24h,2018-12-15 23:26:11,2018-12-21 15:50:11
dich_vu_xe_trips,366364,ingested_at,freshness_lag_gt_24h,2018-12-03 02:15:02,2018-12-12 11:28:02
dich_vu_xe_trips,529135,ingested_at,freshness_lag_gt_24h,2018-12-03 17:18:00,2018-12-07 03:43:00
dich_vu_xe_trips,432124,ingested_at,freshness_lag_gt_24h,2018-12-04 01:50:02,2018-12-13 21:33:02
dich_vu_xe_trips,517406,ingested_at,freshness_lag_gt_24h,2018-11-29 01:45:08,2018-12-05 09:38:08
dich_vu_xe_trips,249193,ingested_at,freshness_lag_gt_24h,2018-12-17 20:17:03,2018-12-22 23:30:03
dich_vu_xe_trips,380363,ingested_at,freshness_lag_gt_24h,2018-12-15 12:13:08,2018-12-22 19:05:08
dich_vu_xe_trips,189770,ingested_at,freshness_lag_gt_24h,2018-11-28 14:19:26,2018-12-05 16:01:26
dich_vu_xe_trips,349111,ingested_at,freshness_lag_gt_24h,2018-12-18 18:48:10,2018-12-23 02:40:10
dich_vu_xe_trips,345513,ingested_at,freshness_lag_gt_24h,2018-11-28 23:31:40,2018-12-05 20:58:40
dich_vu_xe_trips,191400,ingested_at,freshness_lag_gt_24h,2018-11-29 03:08:21,2018-12-03 18:54:21
dich_vu_xe_trips,631965,ingested_at,freshness_lag_gt_24h,2018-11-30 02:37:06,2018-12-10 00:53:06
dich_vu_xe_trips,691409,ingested_at,freshness_lag_gt_24h,2018-11-30 12:28:02,2018-12-05 22:13:02
dich_vu_xe_trips,527022,ingested_at,freshness_lag_gt_24h,2018-12-13 11:51:08,2018-12-18 22:40:08
dich_vu_xe_trips,263813,ingested_at,freshness_lag_gt_24h,2018-11-28 17:44:08,2018-12-07 07:32:08
dich_vu_xe_trips,220641,ingested_at,freshness_lag_gt_24h,2018-12-13 13:10:03,2018-12-21 13:35:03
dich_vu_xe_trips,278865,ingested_at,freshness_lag_gt_24h,2018-12-13 11:15:04,2018-12-21 04:25:04
dich_vu_xe_trips,138539,ingested_at,freshness_lag_gt_24h,2018-11-29 17:20:57,2018-12-08 19:17:57
dich_vu_xe_trips,279840,ingested_at,freshness_lag_gt_24h,2018-11-27 19:51:22,2018-12-01 06:54:22
dich_vu_xe_trips,242042,ingested_at,freshness_lag_gt_24h,2018-12-18 09:01:13,2018-12-23 00:10:13
dich_vu_xe_trips,29697,ingested_at,freshness_lag_gt_24h,2018-12-01 10:46:05,2018-12-05 02:58:05
dich_vu_xe_trips,416614,ingested_at,freshness_lag_gt_24h,2018-12-02 18:40:03,2018-12-09 21:28:03
dich_vu_xe_trips,614673,ingested_at,freshness_lag_gt_24h,2018-11-30 14:09:02,2018-12-03 21:38:02
dich_vu_xe_trips,551057,ingested_at,freshness_lag_gt_24h,2018-11-28 18:36:23,2018-12-06 01:16:23
dich_vu_xe_trips,644212,ingested_at,freshness_lag_gt_24h,2018-11-29 02:12:39,2018-12-05 17:33:39
dich_vu_xe_trips,373970,ingested_at,freshness_lag_gt_24h,2018-11-27 02:23:22,2018-12-03 09:03:22
dich_vu_xe_trips,427755,ingested_at,freshness_lag_gt_24h,2018-11-27 10:42:22,2018-12-06 07:45:22
dich_vu_xe_trips,167027,ingested_at,freshness_lag_gt_24h,2018-11-29 06:25:01,2018-12-05 15:18:01
dich_vu_xe_trips,364245,ingested_at,freshness_lag_gt_24h,2018-11-27 18:41:22,2018-12-05 22:24:22
dich_vu_xe_trips,261455,ingested_at,freshness_lag_gt_24h,2018-12-15 00:08:16,2018-12-23 10:10:16
dich_vu_xe_trips,239734,ingested_at,freshness_lag_gt_24h,2018-12-02 08:53:58,2018-12-09 17:27:58
dich_vu_xe_trips,367435,ingested_at,freshness_lag_gt_24h,2018-12-16 12:57:04,2018-12-21 22:45:04
dich_vu_xe_trips,330342,ingested_at,freshness_lag_gt_24h,2018-12-15 20:23:07,2018-12-25 17:30:07
dich_vu_xe_trips,285669,ingested_at,freshness_lag_gt_24h,2018-12-18 04:23:11,2018-12-23 12:20:11
dich_vu_xe_trips,79323,ingested_at,freshness_lag_gt_24h,2018-12-01 19:23:56,2018-12-11 00:32:56
dich_vu_xe_trips,57847,ingested_at,freshness_lag_gt_24h,2018-11-27 03:24:22,2018-12-03 22:48:22
dich_vu_xe_trips,642263,ingested_at,freshness_lag_gt_24h,2018-12-18 02:59:06,2018-12-23 23:50:06
dich_vu_xe_trips,475285,ingested_at,freshness_lag_gt_24h,2018-11-28 19:52:07,2018-12-01 21:41:07
dich_vu_xe_trips,332301,ingested_at,freshness_lag_gt_24h,2018-12-02 03:00:01,2018-12-08 14:53:01
dich_vu_xe_trips,207232,ingested_at,freshness_lag_gt_24h,2018-12-01 15:20:02,2018-12-11 07:13:02
dich_vu_xe_trips,341886,ingested_at,freshness_lag_gt_24h,2018-12-14 07:39:04,2018-12-22 04:25:04
dich_vu_xe_trips,393978,ingested_at,freshness_lag_gt_24h,2018-12-14 09:29:07,2018-12-22 22:45:07
dich_vu_xe_trips,40326,ingested_at,freshness_lag_gt_24h,2018-12-16 04:31:11,2018-12-22 21:50:11
dich_vu_xe_trips,154365,ingested_at,freshness_lag_gt_24h,2018-11-28 21:05:08,2018-12-04 08:38:08
dich_vu_xe_trips,653194,ingested_at,freshness_lag_gt_24h,2018-12-15 15:46:05,2018-12-24 13:20:05
dich_vu_xe_trips,307167,ingested_at,freshness_lag_gt_24h,2018-11-27 03:16:21,2018-12-02 16:18:21
dich_vu_xe_trips,120637,ingested_at,freshness_lag_gt_24h,2018-12-03 07:00:01,2018-12-11 19:13:01
dich_vu_xe_trips,629154,ingested_at,freshness_lag_gt_24h,2018-12-13 20:46:10,2018-12-21 08:15:10
dich_vu_xe_trips,80143,ingested_at,freshness_lag_gt_24h,2018-12-18 08:36:06,2018-12-24 05:15:06
dich_vu_xe_trips,594837,ingested_at,freshness_lag_gt_24h,2018-11-27 15:06:23,2018-12-05 04:48:23
dich_vu_xe_trips,41003,ingested_at,freshness_lag_gt_24h,2018-12-16 00:50:05,2018-12-24 14:15:05
dich_vu_xe_trips,353157,ingested_at,freshness_lag_gt_24h,2018-12-01 01:14:07,2018-12-08 19:58:07
dich_vu_xe_trips,98053,ingested_at,freshness_lag_gt_24h,2018-12-13 13:07:12,2018-12-19 19:10:12
dich_vu_xe_trips,164226,ingested_at,freshness_lag_gt_24h,2018-12-16 01:13:09,2018-12-19 18:30:09
dich_vu_xe_trips,333846,ingested_at,freshness_lag_gt_24h,2018-11-27 23:58:22,2018-12-06 01:54:22
dich_vu_xe_trips,604300,ingested_at,freshness_lag_gt_24h,2018-12-02 08:54:57,2018-12-07 07:22:57
dich_vu_xe_trips,585511,ingested_at,freshness_lag_gt_24h,2018-11-29 13:55:04,2018-12-03 03:28:04
dich_vu_xe_trips,108364,ingested_at,freshness_lag_gt_24h,2018-11-28 23:08:08,2018-12-04 08:11:08
dich_vu_xe_trips,452139,ingested_at,freshness_lag_gt_24h,2018-11-27 13:08:22,2018-12-01 04:00:22
dich_vu_xe_trips,445445,ingested_at,freshness_lag_gt_24h,2018-12-14 16:24:13,2018-12-22 08:55:13
dich_vu_xe_trips,513623,ingested_at,freshness_lag_gt_24h,2018-12-17 18:46:18,2018-12-23 09:35:18
dich_vu_xe_trips,521005,ingested_at,freshness_lag_gt_24h,2018-12-14 14:38:08,2018-12-18 16:10:08
dich_vu_xe_trips,267993,ingested_at,freshness_lag_gt_24h,2018-12-18 04:45:08,2018-12-25 16:20:08
dich_vu_xe_trips,46195,ingested_at,freshness_lag_gt_24h,2018-12-02 18:42:58,2018-12-11 14:47:58
dich_vu_xe_trips,527263,ingested_at,freshness_lag_gt_24h,2018-11-29 23:48:10,2018-12-03 07:03:10
dich_vu_xe_trips,682138,ingested_at,freshness_lag_gt_24h,2018-12-18 11:00:12,2018-12-25 11:50:12
dich_vu_xe_trips,44154,ingested_at,freshness_lag_gt_24h,2018-12-03 08:38:01,2018-12-07 06:03:01
dich_vu_xe_trips,396779,ingested_at,freshness_lag_gt_24h,2018-12-14 15:00:17,2018-12-21 23:40:17
dich_vu_xe_trips,516335,ingested_at,freshness_lag_gt_24h,2018-11-26 13:29:09,2018-12-04 00:53:09
dich_vu_xe_trips,450334,ingested_at,freshness_lag_gt_24h,2018-11-27 20:18:23,2018-12-06 06:24:23
dich_vu_xe_trips,667892,ingested_at,freshness_lag_gt_24h,2018-12-13 23:12:08,2018-12-19 13:00:08
dich_vu_xe_trips,108519,ingested_at,freshness_lag_gt_24h,2018-11-26 20:10:10,2018-12-05 21:35:10
dich_vu_xe_trips,636653,ingested_at,freshness_lag_gt_24h,2018-11-30 05:36:57,2018-12-04 16:27:57
dich_vu_xe_trips,544508,ingested_at,freshness_lag_gt_24h,2018-12-14 07:03:10,2018-12-20 21:20:10
dich_vu_xe_trips,654172,ingested_at,freshness_lag_gt_24h,2018-12-01 21:33:07,2018-12-06 03:18:07
dich_vu_xe_trips,26077,ingested_at,freshness_lag_gt_24h,2018-12-14 08:13:13,2018-12-19 20:40:13
dich_vu_xe_trips,364548,ingested_at,freshness_lag_gt_24h,2018-11-28 22:52:41,2018-12-06 14:43:41
dich_vu_xe_trips,110713,ingested_at,freshness_lag_gt_24h,2018-11-27 19:14:22,2018-12-01 21:42:22
dich_vu_xe_trips,685245,ingested_at,freshness_lag_gt_24h,2018-12-10 00:44:28,2018-12-19 03:38:28
dich_vu_xe_trips,223522,ingested_at,freshness_lag_gt_24h,2018-11-27 17:36:22,2018-12-03 09:39:22
dich_vu_xe_trips,460123,ingested_at,freshness_lag_gt_24h,2018-12-14 23:09:07,2018-12-21 05:50:07
dich_vu_xe_trips,165446,ingested_at,freshness_lag_gt_24h,2018-11-26 18:35:14,2018-12-04 07:41:14
dich_vu_xe_trips,304570,ingested_at,freshness_lag_gt_24h,2018-12-15 14:07:10,2018-12-20 01:30:10
dich_vu_xe_trips,148080,ingested_at,freshness_lag_gt_24h,2018-12-03 10:49:57,2018-12-10 00:57:57
dich_vu_xe_trips,410565,ingested_at,freshness_lag_gt_24h,2018-11-29 21:07:03,2018-12-04 08:08:03
dich_vu_xe_trips,293841,ingested_at,freshness_lag_gt_24h,2018-11-29 11:32:56,2018-12-06 10:47:56
dich_vu_xe_trips,646459,ingested_at,freshness_lag_gt_24h,2018-12-14 16:44:15,2018-12-19 16:45:15
dich_vu_xe_trips,90935,ingested_at,freshness_lag_gt_24h,2018-12-17 09:33:03,2018-12-26 02:05:03
dich_vu_xe_trips,261762,ingested_at,freshness_lag_gt_24h,2018-11-26 05:40:37,2018-12-01 12:49:37
dich_vu_xe_trips,473211,ingested_at,freshness_lag_gt_24h,2018-12-03 09:46:57,2018-12-08 23:52:57
dich_vu_xe_trips,360421,ingested_at,freshness_lag_gt_24h,2018-11-29 21:52:58,2018-12-09 00:27:58
dich_vu_xe_trips,96967,ingested_at,freshness_lag_gt_24h,2018-12-02 15:08:58,2018-12-12 12:57:58
dich_vu_xe_trips,547423,ingested_at,freshness_lag_gt_24h,2018-11-27 17:58:21,2018-12-03 06:12:21
dich_vu_xe_trips,468463,ingested_at,freshness_lag_gt_24h,2018-11-27 22:44:22,2018-12-05 20:03:22
dich_vu_xe_trips,236837,ingested_at,freshness_lag_gt_24h,2018-12-02 02:16:57,2018-12-11 10:47:57
dich_vu_xe_trips,203875,ingested_at,freshness_lag_gt_24h,2018-12-16 06:04:08,2018-12-19 19:40:08
dich_vu_xe_trips,5726,ingested_at,freshness_lag_gt_24h,2018-11-28 18:51:08,2018-12-04 09:44:08
dich_vu_xe_trips,223435,ingested_at,freshness_lag_gt_24h,2018-12-02 07:11:56,2018-12-11 02:07:56
dich_vu_xe_trips,428256,ingested_at,freshness_lag_gt_24h,2018-11-30 00:17:04,2018-12-08 08:33:04
dich_vu_xe_trips,491216,ingested_at,freshness_lag_gt_24h,2018-11-27 20:23:22,2018-12-01 00:51:22
dich_vu_xe_trips,601168,ingested_at,freshness_lag_gt_24h,2018-12-16 10:44:08,2018-12-19 14:55:08
dich_vu_xe_trips,198210,ingested_at,freshness_lag_gt_24h,2018-12-13 17:57:06,2018-12-16 17:10:06
dich_vu_xe_trips,236519,ingested_at,freshness_lag_gt_24h,2018-11-30 13:27:03,2018-12-04 03:03:03
dich_vu_xe_trips,441272,ingested_at,freshness_lag_gt_24h,2018-12-17 11:32:03,2018-12-25 09:50:03
dich_vu_xe_trips,594047,ingested_at,freshness_lag_gt_24h,2018-12-17 14:27:11,2018-12-26 15:10:11
dich_vu_xe_trips,558413,ingested_at,freshness_lag_gt_24h,2018-12-15 04:12:16,2018-12-19 16:40:16
dich_vu_xe_trips,385659,ingested_at,freshness_lag_gt_24h,2018-11-27 13:12:22,2018-12-04 16:12:22
dich_vu_xe_trips,534940,ingested_at,freshness_lag_gt_24h,2018-12-14 15:54:10,2018-12-17 22:35:10
dich_vu_xe_trips,527407,ingested_at,freshness_lag_gt_24h,2018-11-29 11:14:58,2018-12-09 05:32:58
dich_vu_xe_trips,538452,ingested_at,freshness_lag_gt_24h,2018-11-28 15:53:08,2018-12-07 06:59:08
dich_vu_xe_trips,354607,ingested_at,freshness_lag_gt_24h,2018-12-01 14:05:56,2018-12-06 12:47:56
dich_vu_xe_trips,441652,ingested_at,freshness_lag_gt_24h,2018-11-26 14:47:10,2018-12-01 19:35:10
dich_vu_xe_trips,194009,ingested_at,freshness_lag_gt_24h,2018-11-28 11:07:22,2018-12-07 17:46:22
dich_vu_xe_trips,353697,ingested_at,freshness_lag_gt_24h,2018-11-27 16:20:23,2018-12-07 08:39:23
dich_vu_xe_trips,74165,ingested_at,freshness_lag_gt_24h,2018-12-17 19:40:05,2018-12-23 00:35:05
dich_vu_xe_trips,493525,ingested_at,freshness_lag_gt_24h,2018-12-03 16:16:01,2018-12-12 09:38:01
dich_vu_xe_trips,674087,ingested_at,freshness_lag_gt_24h,2018-11-28 18:32:09,2018-12-02 16:14:09
dich_vu_xe_trips,468635,ingested_at,freshness_lag_gt_24h,2018-12-16 18:37:06,2018-12-20 23:25:06
dich_vu_xe_trips,465489,ingested_at,freshness_lag_gt_24h,2018-11-27 07:21:22,2018-12-04 10:48:22
dich_vu_xe_trips,250177,ingested_at,freshness_lag_gt_24h,2018-11-26 22:27:10,2018-12-03 03:53:10
dich_vu_xe_trips,113206,ingested_at,freshness_lag_gt_24h,2018-12-13 14:04:11,2018-12-18 13:50:11
dich_vu_xe_trips,34489,ingested_at,freshness_lag_gt_24h,2018-11-30 06:58:01,2018-12-08 07:58:01
dich_vu_xe_trips,296885,ingested_at,freshness_lag_gt_24h,2018-12-03 07:00:57,2018-12-12 06:57:57
